type,indicator,app
domain,setupmail-a735.icloudappe.com,TheTruthSpy
domain,setupmail-a737.icloudappe.com,TheTruthSpy
domain,setupmail-a738.icloudappe.com,TheTruthSpy
domain,setupmail-a740.icloudappe.com,TheTruthSpy
domain,setupmail-a741.icloudappe.com,TheTruthSpy
domain,setupmail-a742.icloudappe.com,TheTruthSpy
domain,setupmail-a743.icloudappe.com,TheTruthSpy
domain,setupmail-a744.icloudappe.com,TheTruthSpy
domain,setupmail-a745.icloudappe.com,TheTruthSpy
domain,setupmail-a746.icloudappe.com,TheTruthSpy
domain,setupmail-a747.icloudappe.com,TheTruthSpy
domain,setupmail-a748.icloudappe.com,TheTruthSpy
domain,setupmail-a910.icloudappe.com,TheTruthSpy
domain,setupmail-a915.icloudappe.com,TheTruthSpy
domain,setupmail-a920.icloudappe.com,TheTruthSpy
domain,setupmail.icloudappe.com,TheTruthSpy
domain,spyzee.com,TheTruthSpy
domain,sync-a.copy9.com,TheTruthSpy
domain,sync-a.exactspy.com,TheTruthSpy
domain,sync-a.fonetracker.com,TheTruthSpy
domain,sync-a.ispyoo.com,TheTruthSpy
domain,sync-a.mxspy.com,TheTruthSpy
domain,sync-a.thetruthspy.com,TheTruthSpy
domain,sync-a100.fonetracker.com,TheTruthSpy
domain,sync-a600.fonetracker.com,TheTruthSpy
domain,sync-a712.fonetracker.com,TheTruthSpy
domain,sync-a780.mxspy.com,TheTruthSpy
domain,sync-a7xx.thetruthspy.com,TheTruthSpy
domain,sync-a8xx.thetruthspy.com,TheTruthSpy
domain,sync-a925.thetruthspy.com,TheTruthSpy
domain,sync-a930.thetruthspy.com,TheTruthSpy
domain,sync-a935.thetruthspy.com,TheTruthSpy
domain,sync-a940.thetruthspy.com,TheTruthSpy
domain,sync-a941.thetruthspy.com,TheTruthSpy
domain,sync-a942.thetruthspy.com,TheTruthSpy
domain,thetruth-db94a.firebaseio.com,TheTruthSpy
domain,app.xyspy.com,TheTruthSpy
ipv4,69.64.74.239,TheTruthSpy
ipv4,69.64.81.166,TheTruthSpy
ipv4,69.64.81.49,TheTruthSpy
ipv4,69.64.81.98,TheTruthSpy
ipv4,69.64.91.29,TheTruthSpy
domain,1topspy.com,HelloSpy
domain,copy9db.com,HelloSpy
domain,flushdata.1topspy.com,HelloSpy
domain,flushdata.hellospy.com,HelloSpy
domain,flushdata.copy9db.com,HelloSpy
domain,flushdata2.hellospy.com,HelloSpy
domain,flushdata3.hellospy.com,HelloSpy
domain,flushdata4.hellospy.com,HelloSpy
domain,flushdata5.hellospy.com,HelloSpy
domain,flushdbd.maxxspy.com,HelloSpy
domain,hellospy.com,HelloSpy
domain,maxxspy.com,HelloSpy
domain,mobiispy.com,HelloSpy
domain,webservicesdb.mobiispy.com,HelloSpy
domain,phonetracking-dd226.firebaseio.com,SpyAdvice
domain,spyadvice.com,SpyAdvice
domain,download.freespyphone.net,SpyAdvice
domain,apollospy.com,Reptilicus
domain,cabinet.ecohouse-eg.com,Reptilicus
domain,cabinet.gps-monitor.uz,Reptilicus
domain,cabinet.kfnm.ru,Reptilicus
domain,cabinet.vegosm.ru,Reptilicus
domain,cabinet.vkur.se,Reptilicus
domain,cabinet.vkur1.se,Reptilicus
domain,data.reptilicus.net,Reptilicus
domain,e2c64.firebaseio.com,Reptilicus
domain,labrador.ua,Reptilicus
domain,mob.eurotrans.kz,Reptilicus
domain,phonecontrolapp-e2c64.firebaseio.com,Reptilicus
domain,proxy.reptilicus.net,Reptilicus
domain,reptilicus.net,Reptilicus
domain,rp.apollospy.com,Reptilicus
domain,rp.dedrone.com.ua,Reptilicus
domain,rp.labrador.ua,Reptilicus
domain,rp.liquidblue.com.ua,Reptilicus
domain,vkur.se,Reptilicus
domain,vkur1.se,Reptilicus
domain,www.reptilicus.net,Reptilicus
ipv4,176.9.42.16,Reptilicus
domain,mobilenannylogs.com,PhoneSheriff
domain,phonesheriff.com,PhoneSheriff
domain,6287970dd9.era3000.com,OwnSpy
domain,user.ownspy.es,OwnSpy
domain,alog.umeng.com,Cocospy
domain,app-api.spyzie.com,Cocospy
domain,app.api.spyzie.wondershare.cn,Cocospy
domain,appjiagu.com,Cocospy
domain,b.appjiagu.com,Cocospy
domain,c.appjiagu.com,Cocospy
domain,d.appjiagu.com,Cocospy
domain,e.appjiagu.com,Cocospy
domain,f.appjiagu.com,Cocospy
domain,fonemonitor.vip,Cocospy
domain,g.appjiagu.com,Cocospy
domain,data-api.spyzie.com,Cocospy
domain,data.api.spyzie.wondershare.cn,Cocospy
domain,h.appjiagu.com,Cocospy
domain,i.fonemonitor.co,Cocospy
domain,i.minspy.com,Cocospy
domain,i.neatspy.com,Cocospy
domain,i.safespy.com,Cocospy
domain,i.spyic.com,Cocospy
domain,i.spyine.com,Cocospy
domain,i.spyzie.io,Cocospy
domain,i.teensafe.net,Cocospy
domain,mintrack.vip,Cocospy
domain,my.spyzie.com,Cocospy
domain,neatspy.vip,Cocospy
domain,phonedata.me,Cocospy
domain,app-api.phonedata.me,Cocospy
domain,data-api.phonedata.me,Cocospy
domain,spyzie-a.firebaseio.com,Cocospy
domain,mg-spyzie.oss-us-west-1.aliyuncs.com,Cocospy
domain,s.appjiagu.com,Cocospy
domain,safespy.vip,Cocospy
domain,sp.kuuvv.com,Cocospy
domain,kuuvv.com,Cocospy
domain,spyzie.com,Cocospy
domain,trackier.vip,Cocospy
domain,trackine.vip,Cocospy
domain,trackpro.vip,Cocospy
domain,viptrack.pro,Cocospy
domain,www.spyzie.com,Cocospy
domain,android.viptrack.ro,VIPTrack
domain,97.logger.mobi,EasyLogger
domain,account.logger.mobi,EasyLogger
domain,account.childsafetytrackerapp.com,EasyLogger
domain,api.childsafetytrackerapp.com,EasyLogger
domain,api.seniorsafetyapp.com,EasyLogger
domain,beta-api.logger.mobi,EasyLogger
domain,beta.logger.mobi,EasyLogger
domain,easyloggerbeta.azurewebsites.net,EasyLogger
domain,elcore-api.azurewebsites.net,EasyLogger
domain,inv.logger.mobi,EasyLogger
domain,pro.logger.mobi,EasyLogger
domain,ps97mailer.logger.mobi,EasyLogger
domain,pulsesolutions-net-easy-logger.firebaseio.com,EasyLogger
domain,sandbox97.childsafetytrackerapp.com,EasyLogger
domain,sandbox97.logger.mobi,EasyLogger
domain,sandbox97.seniorsafetyapp.com,EasyLogger
domain,senior-safety-189010.firebaseio.com,EasyLogger
domain,servicesloggermobi.azurewebsites.net,EasyLogger
domain,waws-prod-blu-247-e7b3.eastus.cloudapp.azure.com,EasyLogger
domain,waws-prod-blu-247.sip.azurewebsites.windows.net,EasyLogger
ipv4,172.67.81.216,EasyLogger
ipv4,104.25.28.15,EasyLogger
ipv4,104.25.29.15,EasyLogger
domain,a.hw.cab,Hoverwatch
domain,a.hwa.cab,Hoverwatch
domain,account.refog.com,Hoverwatch
domain,dev.hoverwatch.com,Hoverwatch
domain,dev2.refog.com,Hoverwatch
domain,downloads.refog.com,Hoverwatch
domain,hover.watch,Hoverwatch
domain,hoverwatch.com,Hoverwatch
domain,hwa.cab,Hoverwatch
domain,hwm.cab,Hoverwatch
domain,hws.icu,Hoverwatch
domain,hww.cab,Hoverwatch
domain,i.hoverwatch.com,Hoverwatch
domain,i1.hoverwatch.com,Hoverwatch
domain,office.hw.cab,Hoverwatch
domain,rec.hw.cab,Hoverwatch
domain,test.refog.com,Hoverwatch
ipv4,104.236.73.120,Hoverwatch
ipv4,149.56.26.44,Hoverwatch
ipv4,158.69.24.236,Hoverwatch
ipv4,188.130.241.205,Hoverwatch
ipv4,198.100.150.203,Hoverwatch
domain,letmespy.com,LetMeSpy
domain,remotecommands.com,LetMeSpy
domain,zdalnakontrola.pl,LetMeSpy
ipv4,91.196.212.202,LetMeSpy
ipv4,91.196.212.201,LetMeSpy
domain,api.snoopza.com,Snoopza
domain,app.snoopza.com,Snoopza
domain,app2.snoopza.com,Snoopza
domain,dev.snoopza.com,Snoopza
domain,flower.snoopza.com,Snoopza
domain,get.snoopza.com,Snoopza
domain,my.snoopza.com,Snoopza
domain,my2.snoopza.com,Snoopza
domain,snoopza.com,Snoopza
domain,viewer.snoopza.com,Snoopza
ipv4,178.62.59.165,Snoopza
ipv4,217.182.250.165,Snoopza
ipv4,46.105.57.148,Snoopza
domain,cell-tracker-green.firebaseio.com,TrackMyPhones
domain,cell-tracker-updated.firebaseio.com,TrackMyPhones
domain,key-logger-90fff.firebaseio.com,TrackMyPhones
domain,message-tracker-98822.firebaseio.com,TrackMyPhones
domain,smsandcalltracker.firebaseio.com,TrackMyPhones
domain,spyaudiorecorder.firebaseio.com,TrackMyPhones
domain,trackmyphones-pro.firebaseio.com,TrackMyPhones
domain,trackmyphones.com,TrackMyPhones
domain,video-recorder-c0419.firebaseio.com,TrackMyPhones
domain,www.trackmyphones.com,TrackMyPhones
domain,admin.flexispy.com,FlexiSpy
domain,api.flexispy.com,FlexiSpy
domain,client.mobilefonex.com,FlexiSpy
domain,djp.bz,FlexiSpy
domain,dmw.bz,FlexiSpy
domain,dmw.cc,FlexiSpy
domain,ecom.flexispy.com,FlexiSpy
domain,mflx.biz,FlexiSpy
domain,portal.flexispy.com,FlexiSpy
domain,push.mobilefonex.com,FlexiSpy
domain,test-client.mobilefonex.com,FlexiSpy
domain,trkps.com,FlexiSpy
ipv4,119.8.35.235,FlexiSpy
domain,api-project-999803017449.firebaseio.com,Cerberus
domain,cerberusapp.com,Cerberus
domain,a-qa3.thd.cc,mSpy
domain,a.thd.cc,mSpy
domain,alter757.info,mSpy
domain,api.thd.cc,mSpy
domain,apiv4.alter757.info,mSpy
domain,b55y.net,mSpy
domain,bi.thd.cc,mSpy
domain,cp.mspyonline.com,mSpy
domain,eyezyapp.thd.cc,mSpy
domain,getmspy.net,mSpy
domain,hz-service.thd.cc,mSpy
domain,hz7.thd.cc,mSpy
domain,jailbreak-gateway.thd.cc,mSpy
domain,kypler.com,mSpy
domain,mcloud-api.thd.cc,mSpy
domain,mi.thd.cc,mSpy
domain,mlite-app.thd.cc,mSpy
domain,mlite-socket.thd.cc,mSpy
domain,mliteapp.alter757.info,mSpy
domain,mspy.alter757.info,mSpy
domain,mspyonline.com,mSpy
domain,mspytrackercom.alter757.info,mSpy
domain,my.mspyonline.com,mSpy
domain,update-service-7e59f.firebaseio.com,mSpy
domain,pipe.thd.cc,mSpy
domain,project-323448153542050953.firebaseio.com,mSpy
domain,q12z.net,mSpy
domain,repo.mspyonline.com,mSpy
domain,s3.thd.cc,mSpy
domain,thd.cc,mSpy
domain,tracking.mliteapp.com,mSpy
domain,tracking.mspyonline.com,mSpy
domain,www.mspyonline.com,mSpy
domain,www.mspy.com,mSpy
domain,client.spyhide.com,SpyHide
domain,spyhide.com,SpyHide
domain,account.cellphone-remote-tracker.com,SpyHide
domain,cellphone-remote-tracker.com,SpyHide
domain,www.spyhide.com,SpyHide
domain,spyhide.ir,SpyHide
domain,www.spyhide.ir,SpyHide
domain,client.spyhide.ir,SpyHide
domain,virsis.net,SpyHide
ipv4,78.47.16.3,SpyHide
domain,servidor.in,MeuSpy
domain,n.servidor.in,MeuSpy
domain,l.servidor.in,MeuSpy
domain,s.servidor.in,MeuSpy
domain,api.free-spy.com,AppSpy
domain,app.appspy.net,AppSpy
domain,appspy-net.firebaseio.com,AppSpy
domain,appspy.net,AppSpy
domain,freemobilespy.net,AppSpy
ipv4,167.114.114.207,AppSpy
domain,api1.easydoc.info,MobileTrackerFree
domain,api3.easydoc.info,MobileTrackerFree
domain,apk.mtf.re,MobileTrackerFree
domain,celltrackernew.firebaseio.com,MobileTrackerFree
domain,d-app-apk.com,MobileTrackerFree
domain,d.d-app-apk.com,MobileTrackerFree
domain,easydoc.info,MobileTrackerFree
domain,loverman.net,MobileTrackerFree
domain,mobile-tracker-data.com,MobileTrackerFree
domain,mtf.re,MobileTrackerFree
domain,myappmobile-537f7.firebaseio.com,MobileTrackerFree
domain,n6sm2m.celltracker.io,MobileTrackerFree
domain,olurdaolurdediler.shop,MobileTrackerFree
domain,sapient-flight-837.firebaseio.com,MobileTrackerFree
domain,reports.crashlytics.com,MobileTrackerFree
domain,mobile-tracker-free.com,MobileTrackerFree
ipv4,51.15.183.209,MobileTrackerFree
domain,83dd4.appspot.com,iKeyMonitor
domain,awsapi.io,iKeyMonitor
domain,em.awsapi.io,iKeyMonitor
domain,ikm.awsapi.io,iKeyMonitor
domain,emcpanel.com,iKeyMonitor
domain,users.easemon.com,iKeyMonitor
domain,ikeymonitor.com,iKeyMonitor
domain,ikeymonitor.fr,iKeyMonitor
domain,users.awosoft.com,iKeyMonitor
ipv4,172.67.82.183,iKeyMonitor
ipv4,104.25.170.109,iKeyMonitor
ipv4,104.25.169.109,iKeyMonitor
ipv4,104.26.15.56,iKeyMonitor
ipv4,172.67.73.2,iKeyMonitor
ipv4,104.26.14.56,iKeyMonitor
ipv4,172.67.194.85,iKeyMonitor
ipv4,104.18.54.129,iKeyMonitor
ipv4,104.18.55.129,iKeyMonitor
domain,panspy.me,PanSpy
domain,panspy.com,PanSpy
domain,ali.panspy.com,PanSpy
domain,c1.panspy.com,PanSpy
domain,d1.panspy.com,PanSpy
domain,s1.panspy.com,PanSpy
domain,u1.panspy.com,PanSpy
domain,panspy-1.oss-us-west-1.aliyuncs.com,PanSpy
domain,androidlost.appspot.com,AndroidLost
domain,androidlost.firebaseio.com,AndroidLost
domain,androidlost.com,AndroidLost
domain,www.androidlost.com,AndroidLost
domain,test.androidlost.com,AndroidLost
domain,new.androidlost.com,AndroidLost
domain,foreverspy.com,Metasploit
domain,app.foreverspy.com,Metasploit
domain,spy24.net,Spy24
domain,panel.spy24.net,Spy24
domain,panel24.org,Spy24
domain,android.spy24.app,Spy24
ipv4,138.201.32.118,Spy24
domain,catwatchful.com,CatWatchful
domain,catwatchful-e03b8.firebaseio.com,CatWatchful
domain,catwatchful-e03b8-2.firebaseio.com,CatWatchful
domain,us-central1-catwatchful-e03b8.cloudfunctions.net,CatWatchful
ipv4,45.114.224.147,CatWatchful
ipv4,162.144.75.253,CatWatchful
domain,a71f4.firebaseio.com,HighsterMobile
domain,ac480.firebaseio.com,HighsterMobile
domain,auto-forward.com,HighsterMobile
domain,autoforward-8433d.firebaseio.com,HighsterMobile
domain,cellphoneservices.info,HighsterMobile
domain,ddiutilities.com,HighsterMobile
domain,device-ac480.appspot.com,HighsterMobile
domain,device-ac480.firebaseio.com,HighsterMobile
domain,evt17.com,HighsterMobile
domain,ngc77.com,HighsterMobile
domain,phonespector-b2f13.firebaseio.com,HighsterMobile
domain,phonespector.com,HighsterMobile
domain,imonitor-da8b2.firebaseio.com,iMonitorSpy
domain,imonitorke.com,iMonitorSpy
domain,www.imonitorsoft.cn,iMonitorSpy
domain,www.imonitorsoft.com,iMonitorSpy
domain,imonitorsoft.cn,iMonitorSpy
domain,imonitorsoft.com,iMonitorSpy
domain,6kvses.com,MobileTool
domain,bincdi.6kvses.com,MobileTool
domain,bincdi.birxpk.com,MobileTool
domain,birxpk.com,MobileTool
domain,dz7.wethnc067.xyz,MobileTool
domain,hzdy.birxpk.com,MobileTool
domain,ixhtb.s9gxw8.com,MobileTool
domain,kvshdi.birxpk.com,MobileTool
domain,mobiletool.ru,MobileTool
domain,mrswd.wo87sf.com,MobileTool
domain,mtoolapp.net,MobileTool
domain,mtoolapp.biz,MobileTool
domain,my.mobiletool.ru,MobileTool
domain,my.mtoolapp.net,MobileTool
domain,mzpgfh.uhabq9.com,MobileTool
domain,noujx.s9gxw8.com,MobileTool
domain,s9gxw8.com,MobileTool
domain,support.mtoolapp.biz,MobileTool
domain,ug1c5v.birxpk.com,MobileTool
domain,wethnc067.xyz,MobileTool
domain,www.mtoolapp.net,MobileTool
domain,xmyevq.birxpk.com,MobileTool
domain,downloads.shadow-spy.com,ShadowSpy
domain,runaki-support.appspot.com,ShadowSpy
domain,shadow-logs.com,ShadowSpy
domain,shadow-spy.com,ShadowSpy
domain,shadowappbundle-default-rtdb.firebaseio.com,ShadowSpy
domain,shadowlogspanel.firebaseio.com,ShadowSpy
domain,www.shadow-logs.com,ShadowSpy
domain,apispyhuman.com,SpyHuman
domain,aps22.spyhuman.com,SpyHuman
domain,aps12.spyhuman.com,SpyHuman
domain,aps13.spyhuman.com,SpyHuman
domain,aps14.spyhuman.com,SpyHuman
domain,aps15.spyhuman.com,SpyHuman
domain,aps16.spyhuman.com,SpyHuman
domain,aps17.spyhuman.com,SpyHuman
domain,aps16042016.spyhuman.com,SpyHuman
domain,aps18data.securebackuponline.net,SpyHuman
domain,aps18file.securebackuponline.net,SpyHuman
domain,aps2.spyhuman.com,SpyHuman
domain,nodejs.spyhuman.com,SpyHuman
domain,securebackuponline.net,SpyHuman
domain,sp18022019.firebaseio.com,SpyHuman
domain,spyhuman-97943.firebaseio.com,SpyHuman
domain,spyhuman.com,SpyHuman
ipv4,213.239.228.196,SpyHuman
domain,us.umobix.com,uMobix
domain,lb.theonespy.com,TheOneSpy
domain,im.theonespy.com,TheOneSpy
domain,node-api.theonespy.com,TheOneSpy
domain,node1.theonespy.com,TheOneSpy
domain,node2.theonespy.com,TheOneSpy
domain,node3.theonespy.com,TheOneSpy
domain,node4.theonespy.com,TheOneSpy
domain,node5.theonespy.com,TheOneSpy
ipv4,85.13.218.229,TheOneSpy
ipv4,85.13.206.195,TheOneSpy
domain,api.clevguard.com,ClevGuard
domain,kidsguard-6c6a9.firebaseio.com,ClevGuard
domain,clevguard.net,ClevGuard
ipv4,47.88.63.70,ClevGuard
domain,cell-phones-tracker.net,EasyPhoneTrack
domain,celltracker.mobi,EasyPhoneTrack
domain,easyphonetrack.com,EasyPhoneTrack
domain,phonetrack.com,EasyPhoneTrack
domain,spy-datacenter.com,EasyPhoneTrack
domain,studio11-7e288.firebaseio.com,EasyPhoneTrack
domain,trackmy.mobi,EasyPhoneTrack
domain,www.spy-datacenter.com,EasyPhoneTrack
ipv4,50.28.38.175,EasyPhoneTrack
domain,bark-android-media.s3.amazonaws.com,bark
domain,www.bark.us,bark
domain,s1.spylive360.com,SpyLive360
domain,s2.spylive360.com,SpyLive360
domain,s3.spylive360.com,SpyLive360
domain,spylive360.com,SpyLive360
domain,sl360-7ba65.firebaseio.com,SpyLive360
domain,xnspy.com,XNSpy
domain,sync.xiz4me.com,XNSpy
domain,alert.xiz4me.com,XNSpy
domain,www.mydwnd.com,XNSpy
domain,mydwnd.com,XNSpy
domain,brilliant-flame-585.firebaseio.com,XNSpy
domain,true-truck-86810.firebaseio.com,XNSpy
domain,sync.bk128.com,XNSpy
domain,asset.bk128.com,XNSpy
domain,alert.bk128.com,XNSpy
domain,bk128.com,XNSpy
domain,dwn.vys.me,MobiStealth
domain,www.vys.me,MobiStealth
domain,vys.me,MobiStealth
ipv4,5.79.71.114,MobiStealth
domain,my.mobispy.net,MobiSpy
domain,i6.clientreport.info,NeoSpy
domain,i7.clientreport.info,NeoSpy
domain,i8.clientreport.info,NeoSpy
domain,i9.clientreport.info,NeoSpy
domain,i10.clientreport.info,NeoSpy
domain,i11.clientreport.info,NeoSpy
domain,i12.clientreport.info,NeoSpy
domain,i13.clientreport.info,NeoSpy
domain,clientreport.info,NeoSpy
domain,4-dot-all-tracker.appspot.com,AllTracker
